"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Thu. 23 July","Meet 'n' Mend","11:00","14:00","Dewi & Rosanna / The Växthus","Downtown, grid square M21. The big greenhouse in the Secret Garden.","Crafting/Pimping/Arting","🐵 Kid-friendly","Bring your favorite cloth that has a hole or more. 
We have string, needles, and patches for you to use. 
We can teach you how to repair your clothes with sashiko, weave darning, embroidery or patching. You can also bring your own project.
Let's repair, create, learn and hang out together.","Recurring: expanded to 2 days (Wed. 22 July, Thu. 23 July); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Stretching & Kundalini Yoga","11:00","12:00","Bettina / Yggdrasil","Highlands, grid square O10. in the big Tipi","Yoga/Movement/Bodywork","","A llight and easy Kundalini Yoga set with stretching, breathing exercises and relaxation at the end. Bring a towel or yoga mat.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Shake that Body !
- Kids Only -","11:00","12:00","Marie / Yggdrasil","Highlands, grid square O10. in the big Tipi","Yoga/Movement/Bodywork","🐵 Kid-friendly","Hey Kids, let's dance! I invite you to join me for an hour dance moment. Put on your most colorful and shiny outfit. Let's put some great music, learn a few steps, and shake together! Feel the energy we share! (Adults/Parents are invited to sit down and whitness the magic happen if they want :) )","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","The Jewellery Market","11:00","21:00","","This magical jewellery market will pop up at random times and at random places around the playa. If you’re supposed to, you’ll find it.","Weird shit/Other","🐵 Kid-friendly","All jewellery: $Free.99
I bring jewellery from all over the world to this magical little pop-up! Come pick the piece(s) that speak to you and leave a kind word for the next person. Walk off with your new jewellery and a mystery note from the person before you.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Thu. 23 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Men’s Circle","11:30","13:00","Mathias & Jaimie / GlitterTind","Bison - North, grid square O20. Shameless plaza next to sinnergirl","Workshop/Class","🦍 Adults only · 🚨 Triggering themes","This circle is an opportunity for men to come together, practice vulnerability, listening without judgment, and creating a space where men can support one another with honesty, and mutual support.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"Thu. 23 July","Crafty Cozy Meet-up","11:30","13:00","Laura / Shimmering by the forest edge","Arctic chill, grid square O06. In the Arctic Chill, close to Pamper Plaza, behind the camp ""Women who supports women""","Crafting/Pimping/Arting","😇 Sober","Cozy, low effort meetup for people that want a dedicated and chill place to craft. Find yourself in a cozy space to make your future flower headband or mend your burner coat. Some material/tools will be provided alongside of water and tea. But of course you are very welcome to bring your own craft stuff!","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","Myth Constellation","11:30","13:30","Lila / ❤️ The Heart ❤️","Highlands, grid square M11. Look out for the flag with the big heart on it!","Workshop/Class","🦍 Adults only","Myth Constellation is a small-group ritual where dreams, stories, questions and inner images are given bodies. A gate, creature, child, forest, longing or hidden gift may step into the room. Through movement, sensation and witnessing, we listen for the myth beneath ordinary life.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","S.experiment Cinema Ceremony","11:59","23:11","Sara Bartosova / Heliotropes","mystery location, quench your thirst for more details/booking -> sara.bartosova@gmail.com","Ritual/Ceremony","🦍 Adults only · 🌈 Queer-inclusive · 🖤 Sex positive","Secret porn star? Camera-phobic? Somewhere in between?
Come explore what alters when a camera quietly witnesses you. Bring yourself, a partner, a throuple, a fantasy, a costume, an aesthetic, a secret spot—or just curiosity. Together we'll play with presence, performance, and the strange magic that happens when someone presses record. All footage © will be yours, it can be deleted right after or become a sexy cinematic 4k edit to enjoy later.","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Submission and Dominance Role Play on stage","12:00","13:30","Piluci & Felix / B.L.U.E Bureau","Highlands, grid square N09. We will be in our office in the dome next to the street.","Workshop/Class","🐵 Kid-friendly","Solve cases together on stage! Explore the dynamics of dominance and submission, and observe how your brain panics or triumphs in real-time. This safe space offers play, experimentation, and unpredictable insights. Bring your cases, curiosity, and a watertight alibi — you will need it.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Ballroom Bliss","12:00","15:00","Divanté & Simpqlicious / Ballroom Bliss","Lowlands, grid square Q10. Look for disco balls and listen for disco groove!","Party/Gathering","","Do you love disco, house classics, groove in body and soul, ice-cold slushies, effortless community with openness, joy and warmth in focus? Then, my friend, you are welcome to our little social space and mini dancefloor under the disco ball's inviting glow next to our cozy tipi. Wednesday through Friday between approx. 12–15, DJ Divanté & DJ Simpqlicious with friends invite you all to celebrate life – because disco is life and disco lives in all of us!","Recurring: expanded to 3 days (Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Dancer 's Recovery","12:00","13:00","Armita Borhanazad / Borderlife","Arctic chill, grid square O05.","Yoga/Movement/Bodywork","","A gentle space to reconnect with your body. Join us for yoga, mindful movement, breathwork, and deep stretches to recover from dancing, release tension, and start or end your day feeling grounded. Everyone is welcome, no experience needed.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Sober Psychadelic Light Journey","12:00","13:00","Olivia Lemmel / Camp Nimenoma","Highlands, grid square M13. Right next to Agrabah village. We have a beg centerpole, a green round military tent and a lot of lamps.","Workshop/Class","😇 Sober · 💥 Sensory content","Light and sound become your portal to altered states. Close your eyes and let the lamp guide you into colorful visions, deep relaxation, and expanded awareness — no substances, just your own mind. Come open and curious.

Note: Not suitable if pregnant, under 18, with epilepsy, psychiatric/neurological conditions, photosensitive medication, or psychoactive substances in the last 24h.","","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"Thu. 23 July","Cosmic Cloud Café","12:00","13:30","Cosmic Cloud","Bison - North, grid square O22. Bison - Next to Sunset Plaza","Food/Drinks","","Enjoy chai, coffee, and cookies that taste like care, baked with love, served with presence and compassion. 
(There is a good chance that we will also serve coffee, etc outside our listed hours <3)","Recurring: expanded to 4 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Couleur's Feast of Shadows","12:00","14:30","Mélanie / Couleur Camp","Downtown, grid square K21.","Food/Drinks","🦍 Adults only · 🚨 Triggering themes · 💥 Sensory content","Inside the Church, candlelight and crimson dress a feast of dark delicacies. Indulge. Let yourself be seduced, and see just how far that takes you. Before it's over, you may leave as someone, or something, else entirely.","","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"Thu. 23 July","Breathwork Session in the sauna cave","12:00","12:30","Fanny-nati / Elven Saunacave","Sunny Hills, grid square H22. just by the big lake Alversjoe","Workshop/Class","🦍 Adults only","Step into the heated womb of Mother Earth. 
Guided by continuous circular breathing, we connect with the dark soil and feel the wild fire and energy rising from deep within our root chakra, 
pelvic floor and sex. Melt into the womb of creation, release your armor, and return to your powerful origin","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Mingle & Play on the Dancefloor","12:00","13:30","Emelie / End of the Rainbow","Bison - North, grid square N20. Cross from downtown garden over the wooden bridge by  the wood storage or enter from the Shameless Plaza below Club Sin","Yoga/Movement/Bodywork","","In this workshop we explore mingling and play on the dance floor. How do we create a dance floor that's a little more interactive, respectful and playful? Easy party steps will be handed out! No prior experience of dancing, mingling or sense of humor is required. Come as you are with curiosity in you back pocket!","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","THE BORDERLAND BARBER RETURNS!!!","12:00","16:00","Tino / House of glöd","Arctic chill, grid square P06.","Crafting/Pimping/Arting","🦍 Adults only · 💥 Sensory content","The borderland barber returns for the third year in a row to pimp up some hippy hair. Come to me and I’ll get you feeling beautiful and refreshed! 

As I am a barber I will be mainly focussing on shorter haircuts but feel free to pop by and have a chat if you do have longer hair in need of a trim and I’ll see what I can do! 

All genders, hair types and people welcome!
Come see me and have your burner haircut sorted !","Recurring: expanded to 3 days (Tue. 21 July, Thu. 23 July, Sat. 25 July); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"Thu. 23 July","Life Force Activation with live sound journey","12:00","14:00","Julia Persson & Shamama / Passage to Lemuria","grid square P25. The southest part of bison, look for a portal like entrance","Workshop/Class","","A guided Life Force Activation session with facilitator Julia Persson, with live vocals by Shamama. LFA is a gentle yet powerful energy practice: lie on a yoga mat, relax, and let music and touch on energy points guide your journey — physical movement, emotional release, expanded awareness or inner visions may arise. Reconnect with your authentic self beyond conditioning and fear-based patterns. ☉ Light breakfast 2–3h before ☉ Soft, comfortable clothes ☉ Avoid intoxicating substances 1–2 days prior ☉ Not recommended with epilepsy, third-trimester pregnancy, or history of schizophrenia/psychosis. Limited to 10 people.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Super Duper Sound Journey","12:00","13:30","Dan Storm / RA dancefloor","Bison - North, grid square O20.","Music/Performance/Show","","Drift. Dissolve. Improvised music played with strange instruments  you've never heard and can't name. Horizontal participation strongly encouraged. Bring a blanket, leave your sense of time.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Bass meditation","12:00","13:00","Johanna Qvarfordt at the Bears Den / The Bear's Den","Sunny Hills, grid square H19.","Yoga/Movement/Bodywork","🐵 Kid-friendly · 💥 Sensory content","A guided body scan like no other, accompanied by deep bass vibrations you won't just hear — you'll feel it. Join solo or with a partner; if practicing together, the meditation includes gentle, mindful touch for deeper presence and connection. We may finish with a short blindfolded free-flow movement session, letting the bass guide your body. Bring your own yoga mat, blanket or towel — and an eye mask or blindfold if you have one.","","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Thu. 23 July","Nude constellations","12:00","14:00","Baher / The Fuckery","Swamp, grid square R17.","Yoga/Movement/Bodywork","🦍 Adults only","A slow, static nude movement workshop exploring the dance of collective body sculptures through contact improvisation, acroyoga, &partner acrobatics. Will create living human landscapes playing with balance, support, texture, & form. Pencils&papers gonna be there to sketch the evolving compositions.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Thu. 23 July","Ask a woman - for men","12:00","14:00","Women who supports women camp members / Women who supports women","Arctic chill, grid square O06. In the big tippi","Workshop/Class","😇 Sober","Have you ever thought: ""Wait… what did she actually mean by that?"" Ask a Woman is a gathering where a panel of women answers (almost) any question men were too confused, shy, terrified, or Danish to ask. Not a debate, not therapy, definitely not a trap. Bring questions about dating, emotions, attraction, consent, mixed signals… Expect laughter, challenged assumptions, and at least one ""Well, it depends…"" No question is stupid. (Some answers may be.) ❤️🦄","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Thu. 23 July","The Compliment You Didn't Know You Were Holding","12:00","13:30","Christine & Nathan / Yggdrasil","Highlands, grid square O10. in the big Tipi","Workshop/Class","","We notice things about people all the time, but how often do we actually say them? This workshop is about closing the gap between what you silently appreciate and what you actually offer. We practice turning observation into gift. No performance. No pressure. Just the quiet radical act of telling someone what you genuinely see in them.  Come with your eyes open. Leave with a lighter mouth.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Thu. 23 July","Professor Paraphernalia","12:00","20:00","Professor Paraphernalia","Swamp, grid square Q19. A curly haired lad in a black beanie roaming around, sometimes wearing a black T with ""Professor Paraphernalia"" printed on it.

Camped with Jousting Jesters, likely missing.","Care/Support/Pampering","🦍 Adults only","Roaming and ready to help with your drug-harm reduction questions, cigarette rolling assistance if you're too cooked, and equipped with bits and bobs which help people who choose to use drugs do so in a safer and more considered manner. He may be wearing a black T with ""Professor Paraphernalia"" printed on it, or not.

Approach and be helped! Or be referred to DanceSafe who are probably going to do a better job x","Recurring: expanded to 5 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Thu. 23 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
