"ID","How to find","Grid","Name","Neighbourhood","People","Area type","Size (m2)","Size other (m2)","Description","Part of JOMO?","Worth adding?","Category","DONE","How to find","","","","","",""
"1319","Lowlands, grid square U13","U13","Chateau Vadeau","Lowlands","0","public-offering","88","100","Taco Tuesday day party. 
2x Sigil and Tattoo workshops in the Alchemist Chamber ","1319","1","","","","","","","","",""
"1320","Sunny Hills, grid square J21","J21","Late Night","Sunny Hills","10","normal-camp","179","45","The home of a traveling troupe of performers and showrunners.

Producers of the ""Late Night"" Talk show!

Show locations and times to be posted here in the future.","","","","","","","","","","",""
"1325","Sunny Hills, grid square J21","J21","new permanent Fire road","Sunny Hills","0","other","196","0","","","","","","","","","","","",""
"1326","Sunny Hills, grid square G19","G19","Compost Toilet","Sunny Hills","0","public-offering","4","0","Can't be moved; might smell a bit in summer.","","","","","","","","","","",""
"1329","Swamp, grid square Q19","Q19","The Observatory - The Drop - Chill out space","Swamp","15","public-offering","264","100","Temple forest consciousness lab for all sorts of fun experiments of body and mind.
AND
Inclusive chill space (we accept all orientations:
standing, sitting, laying, etc)","","1","🎲 Games/Play","","Swamp, grid square Q19","","","","","",""
"1332","Sunny Hills, grid square J21","J21","Coral Cosmos","Sunny Hills","10","normal-camp","203","0","","","","","","","","","","","",""
"1335","Downtown, grid square K19","K19","Gossip Gazette Headquarter","Downtown","3","public-offering","13","0","An office where we write, edit and print our nnewspaper","","1","🪼 Weird shit/Other","","Downtown, grid square K19","","","","","",""
"1341","Far Flung Field, grid square Z08","Z08","sleepy piglet","Far Flung Field","1","normal-camp","9","0","designated free camping den area, to rest my weary hooves and take shelter from the morning sun","","","","","","","","","","",""
"1343","Wedge, grid square R22","R22","Los Hölmös","Wedge","10","normal-camp","301","30","Sleeping camp, the hosts of the Transformation office","","","","","","","","","","",""
"1347","Eastern Slope, grid square U19","U19","Fairies in the dust","Eastern Slope","7","normal-camp","166","0","Part of other fairies in the dust camp, just needed extra sleeping space :) we have 2 RVs in total","","","","","","","","","","",""
"1348","Far Flung Field, grid square Z08","Z08","reasonable sleeper","Far Flung Field","1","normal-camp","11","4","Sleeping not too fast, not too slow. Good sleep for the bear that liked the reasonable things","","","","","","","","","","",""
"1351","Swamp, grid square R20","R20","Unicorn camp","Swamp","6","normal-camp","130","0","","","","","","","","","","","",""
"1353","Bison - South, grid square N23","N23","⚠️ WARNING: THIS IS TOO WET FOR CAMPING AREA ⚠️","Bison - South","0","other","74","0","unless you love trench foot and moist clothes","","","","","","","","","","",""
"1361","Arctic chill, grid square N04","N04","Alajv","Arctic chill","5","normal-camp","124","0","Free campers with some potential public offerings","","","","","","","","","","",""
"1366","Wedge, grid square R22","R22","Touch Divine","Wedge","10","public-offering","106","60","Touch Divine is a dream that offers ceremonies, ritual and workshops that go beyond the beyond.","1366","1","","","","","","","","",""
"1368","Eastern Slope, grid square V17","V17","El Mariachi","Eastern Slope","5","normal-camp","99","10","Sleeping camp","","","","","","","","","","",""
"1372","Eastern Slope, grid square W20","W20","K9 Extension","Eastern Slope","6","normal-camp","129","0","K9 extension camp. ","","","","","","","","","","",""
"1373","Bison - South, grid square O25","O25","Hippy Witches","Bison - South","4","normal-camp","48","5","4 people camping with a heated lavvo and some smaller tents. May have workshops. To be discussed.","","","","","","","","","","",""
"1374","Swamp, grid square S19","S19","SOLERO","Swamp","6","normal-camp","143","20","a small cozy camp offering delicious cocktails when you least expect it","","","","","","","","","","",""
"1376","Lowlands, grid square P09","P09","Kidsville Overflow","Lowlands","6","normal-camp","271","0","Kidsville Overflow area as we appear to be full in the areas that we have. ","","","","","","","","","","",""
"1377","Lowlands, grid square P08","P08","KV Container","Lowlands","0","other","17","17","Shipping Container","","","","","","","","","","",""
"1378","Lowlands, grid square P09","P09","KV Cantina","Lowlands","0","public-offering","18","18","Kidsville Cantina... Think pancakes, waffles, grilled cheese... ","","1","🍯 Food/Drinks","","Lowlands, grid square P09","","","","","",""
"1379","Lowlands, grid square Q09","Q09","Kidsville Lounge","Lowlands","0","public-offering","34","53","Kidsville Lounge","","","","","","","","","","",""
"1380","Arctic chill, grid square M08","M08","🦄🦩 🩷 PonyPalace 💜 🧜🏼‍♀️ 🦄 ","Arctic chill","6","normal-camp","164","100","Pony, Pony and more ponies","","","","","","","","","","",""
"1381","Eastern Slope, grid square V15","V15","Magnolia Steel","Eastern Slope","10","normal-camp","70","20","🌸 Magnolia Steel is a dreamy night‑shelter — a quiet sanctuary of glitter, rest & radical care, where moonlit chainmail is gently woven into delicate adornments, each link a soft, shimmering gesture. 🌙✨
No music — just tea, starlight, and dreams forming link by link in velvet silence 💖🌿⛓️💤💫","","","","","","","","","","",""
"1382","Lowlands, grid square P09","P09","Kidsville Workshop Dome","Lowlands","0","public-offering","49","46","Kidsville Workshop Dome","1382","","","","","","","","","",""
"1383","Lowlands, grid square Q09","Q09","KV Kitchen","Lowlands","0","other","64","56","Kidsville Camp Kitchen","","","","","","","","","","",""
"1384","Lowlands, grid square P09","P09","Trampoline","Lowlands","0","public-offering","13","13","Trampoline","","","","","","","","","","",""
"1385","Lowlands, grid square P09","P09","Firepit","Lowlands","0","public-offering","11","11","Firepit","","","","","","","","","","",""
"1386","Sunny Hills, grid square J21","J21","Coral Cosmos sleeper car","Sunny Hills","2","normal-camp","16","0","","","","","","","","","","","",""
"1389","Arctic chill, grid square N08","N08","The Lefties","Arctic chill","10","normal-camp","433","0","","","","","","","","","","","",""
"1390","Eastern Slope, grid square W15","W15","Soul Family","Eastern Slope","5","normal-camp","95","0","A lovely group of 5 swedes who are free camping together - we will try to find a good spot in collaboration with our neighbours. Please contact me if you have any questions! I know we are ""tight"" on the map but in real life I think we can find space &lt;3 ","","","","","","","","","","",""
"1391","Highlands, grid square N12","N12","The Rabbit hole - Agrabah","Highlands","20","public-offering","494","300","part of agrabah","1391","","","","","","","","","",""
"1392","Highlands, grid square N13","N13","The Genie´s Lamp - Agrabah","Highlands","15","public-offering","499","200","The Genie's Lamp is an intimate, sensual oasis inspired by One Thousand and One Nights—a space designed to feel like stepping inside a genie's lamp.

Both public offerings and member living spaces.

https://thegenieslamp.netlify.app/

https://excalidraw.com/#json=R6-tzvzQrRGzju09e5Iz2,cntvicT","1392","1","","","","","","","","",""
"1394","Highlands, grid square N13","N13","Agrabah Village","Highlands","24","public-offering","137","50","","","","","","","","","","","",""
"1396","Bison - North, grid square O21","O21","TBA","Bison - North","0","public-offering","53","0","","","","","","","","","","","",""
"1397","Lowlands, grid square S12","S12","Halloumi-Nati sleeping","Lowlands","6","normal-camp","160","2","Small camp of 6 people part of the dream Halloumi-nati. A cheese spa, and experience with sensory lacto play &lt;3","","","","","","","","","","",""
"1399","Arctic chill, grid square M08","M08","The Neighbours","Arctic chill","2","normal-camp","61","0","Two lovely neighbours who are ready to vibe and share good vibrations with yall at this years bordeland. Come by say hi and enjoy a fine cup of tea with us and shine 😎","","","","","","","","","","",""
"1400","Arctic chill, grid square O07","O07","Once upon a camp ","Arctic chill","10","normal-camp","288","0","The camp where we from the dream ”once upon a dream” will be staying - meaning sleeping, cooking our food, and hang out.","","","","","","","","","","",""
"1401","Arctic chill, grid square M04","M04","Alibaba and the holy trouble nun","Arctic chill","15","normal-camp","263","0","We are a heart-centered, playful, embodied camp, primarily a cozy place for sleeping and landing, but we will also share music, meditation and breathwork as some of our superskills. We will also offer a golf-car to confess sins in. ","","1","🦾 Yoga/Movement/Bodywork","","Arctic chill, grid square M04","","","","","",""
"1402","Forest Cave, grid square J23","J23","Portal of reconnection ","Forest Cave","0","public-offering","33","0","This will be a portal for people to connect to themselves and to the land amidst the chaos of the borderland ","","1","🫖 Care/Support/Pampering","","Forest Cave, grid square J23","","","","","",""
"1403","Swamp, grid square S18","S18","CIRCUS the ANALOG","Swamp","0","other","49","0","Truck and Trailer not clear yet iff it willl be there or whre else?!","","","","","","","","","","",""
"1405","Bison - South, grid square P23","P23","Rolemodels of Borderland ","Bison - South","5","normal-camp","161","20","Here is where the Rolemodels sleep. Come get yourself fixed with our Daddy service. ","","","","","","","","","","",""
"1406","Arctic chill, grid square O07","O07","Once upon a dream…","Arctic chill","10","public-offering","63","0","A place to return to when your inner child longs to be comforted and norished. Let us read you bed time stories, sing you lullabies & serve you blueberry tea.","1406","1","🫖 Care/Support/Pampering","","","","","","","",""
"1409","Bison - North, grid square N21","N21","Rationella insatsstyrkan","Bison - North","2","normal-camp","35","28","Just a tent housing the sleeping area for two classic BL helpers running around assisting all over the place all the time.","","","","","","","","","","",""
"1410",", grid square J12","J12","The Humble Fish goes to Atlantis","","0","art","1076","100","Relaxed, immersive art installation where burners can gather beneath glowing fish, jellyfish, and soft underwater lights. Audio-reactive sculptures drift overhead as slow bass, bubbling textures, and distant chimes surround the forest. Co-created with kids from Kidsville. ","","1","🎨 Art/Installation","",", grid square J12","","","","","",""
